consumer_id,pmt_id,feeder_id,sanctioned_load_kw,consumer_type,meter_type,is_registered_prosumer
C-007889,PMT-0250,F-25,21.26,commercial,analog,False
C-007890,PMT-0054,F-06,3.3,residential,electronic,False
C-007891,PMT-0064,F-07,5.06,residential,analog,True
C-007892,PMT-0265,F-27,7.09,commercial,electronic,False
C-007893,PMT-0097,F-10,4.54,residential,analog,False
C-007894,PMT-0063,F-07,5.42,residential,electronic,False
C-007895,PMT-0224,F-23,4.15,residential,analog,False
C-007896,PMT-0028,F-03,3.36,residential,analog,False
C-007897,PMT-0261,F-27,3.18,residential,analog,True
C-007898,PMT-0263,F-27,1.77,residential,analog,False
C-007899,PMT-0257,F-26,1.81,residential,electronic,False
C-007900,PMT-0089,F-09,4.47,residential,analog,True
C-007901,PMT-0035,F-04,1.97,residential,analog,False
C-007902,PMT-0128,F-13,2.56,residential,electronic,False
C-007903,PMT-0101,F-11,2.15,residential,analog,False
C-007904,PMT-0288,F-29,84.2,industrial,analog,False
C-007905,PMT-0190,F-19,4.15,residential,analog,False
C-007906,PMT-0284,F-29,16.05,commercial,analog,True
C-007907,PMT-0226,F-23,5.08,residential,analog,False
C-007908,PMT-0215,F-22,3.77,residential,analog,True
C-007909,PMT-0034,F-04,3.09,residential,analog,False
C-007910,PMT-0021,F-03,3.68,residential,electronic,False
C-007911,PMT-0014,F-02,4.74,residential,analog,False
C-007912,PMT-0179,F-18,3.51,residential,analog,False
C-007913,PMT-0061,F-07,1.96,residential,electronic,False
C-007914,PMT-0297,F-30,23.27,commercial,electronic,False
C-007915,PMT-0040,F-04,6.13,residential,electronic,False
C-007916,PMT-0285,F-29,6.33,commercial,analog,True
C-007917,PMT-0201,F-21,7.34,residential,electronic,False
C-007918,PMT-0032,F-04,8.41,commercial,analog,False
C-007919,PMT-0018,F-02,1.68,residential,electronic,False
C-007920,PMT-0119,F-12,2.21,residential,electronic,False
C-007921,PMT-0102,F-11,7.53,residential,analog,False
C-007922,PMT-0095,F-10,9.43,commercial,electronic,False
C-007923,PMT-0159,F-16,6.51,residential,electronic,False
C-007924,PMT-0039,F-04,5.5,residential,electronic,True
C-007925,PMT-0039,F-04,15.36,commercial,electronic,False
C-007926,PMT-0209,F-21,3.56,residential,electronic,False
C-007927,PMT-0298,F-30,1.65,residential,analog,True
C-007928,PMT-0083,F-09,5.97,residential,analog,False
C-007929,PMT-0280,F-28,3.76,residential,analog,False
C-007930,PMT-0104,F-11,4.74,residential,analog,False
C-007931,PMT-0101,F-11,1.36,residential,electronic,False
C-007932,PMT-0028,F-03,6.43,residential,electronic,False
C-007933,PMT-0127,F-13,5.85,residential,analog,False
C-007934,PMT-0150,F-15,4.71,residential,electronic,False
C-007935,PMT-0200,F-20,59.7,industrial,electronic,False
C-007936,PMT-0048,F-05,3.36,residential,electronic,False
C-007937,PMT-0057,F-06,3.4,residential,analog,False
C-007938,PMT-0130,F-13,1.48,residential,analog,False
C-007939,PMT-0021,F-03,5.81,residential,analog,False
C-007940,PMT-0044,F-05,1.31,residential,electronic,False
C-007941,PMT-0189,F-19,1.01,residential,electronic,False
C-007942,PMT-0287,F-29,1.22,residential,electronic,False
C-007943,PMT-0172,F-18,2.42,residential,analog,False
C-007944,PMT-0044,F-05,16.4,commercial,analog,False
C-007945,PMT-0298,F-30,5.77,residential,electronic,False
C-007946,PMT-0157,F-16,3.95,residential,analog,False
C-007947,PMT-0216,F-22,3.86,residential,electronic,False
C-007948,PMT-0060,F-06,5.04,residential,electronic,False
C-007949,PMT-0174,F-18,5.18,residential,electronic,False
C-007950,PMT-0023,F-03,21.9,commercial,electronic,False
C-007951,PMT-0188,F-19,6.73,residential,analog,False
C-007952,PMT-0061,F-07,6.76,residential,analog,False
C-007953,PMT-0273,F-28,6.91,residential,electronic,False
C-007954,PMT-0017,F-02,7.16,residential,electronic,False
C-007955,PMT-0196,F-20,16.11,commercial,electronic,False
C-007956,PMT-0042,F-05,5.17,residential,analog,False
C-007957,PMT-0207,F-21,6.09,residential,analog,True
C-007958,PMT-0149,F-15,2.39,residential,analog,True
C-007959,PMT-0291,F-30,48.84,industrial,analog,False
C-007960,PMT-0196,F-20,23.25,commercial,electronic,False
C-007961,PMT-0112,F-12,4.66,residential,analog,False
C-007962,PMT-0027,F-03,1.36,residential,analog,False
C-007963,PMT-0179,F-18,3.84,residential,analog,False
C-007964,PMT-0133,F-14,2.13,residential,electronic,False
C-007965,PMT-0016,F-02,3.49,residential,analog,True
C-007966,PMT-0175,F-18,4.81,residential,analog,False
C-007967,PMT-0063,F-07,4.54,residential,analog,False
C-007968,PMT-0071,F-08,4.43,residential,analog,False
C-007969,PMT-0003,F-01,1.13,residential,analog,False
C-007970,PMT-0112,F-12,4.12,residential,electronic,False
C-007971,PMT-0066,F-07,1.2,residential,electronic,False
C-007972,PMT-0022,F-03,3.83,residential,analog,False
C-007973,PMT-0131,F-14,17.94,commercial,analog,False
C-007974,PMT-0067,F-07,7.52,commercial,analog,False
C-007975,PMT-0041,F-05,7.42,residential,analog,False
C-007976,PMT-0141,F-15,5.41,residential,analog,False
C-007977,PMT-0019,F-02,2.52,residential,electronic,False
C-007978,PMT-0298,F-30,3.76,residential,analog,False
C-007979,PMT-0142,F-15,1.68,residential,analog,False
C-007980,PMT-0299,F-30,5.44,commercial,analog,False
C-007981,PMT-0265,F-27,7.41,residential,analog,False
C-007982,PMT-0294,F-30,5.73,residential,analog,False
C-007983,PMT-0163,F-17,6.46,residential,analog,False
C-007984,PMT-0127,F-13,5.36,residential,electronic,False
C-007985,PMT-0216,F-22,7.35,residential,analog,False
C-007986,PMT-0025,F-03,7.27,residential,analog,False
C-007987,PMT-0253,F-26,6.16,commercial,electronic,False
C-007988,PMT-0098,F-10,2.33,residential,analog,False
C-007989,PMT-0003,F-01,3.77,residential,electronic,False
C-007990,PMT-0072,F-08,3.39,residential,analog,False
C-007991,PMT-0073,F-08,4.68,residential,analog,False
C-007992,PMT-0005,F-01,2.87,residential,analog,True
C-007993,PMT-0201,F-21,6.58,residential,electronic,False
C-007994,PMT-0029,F-03,1.05,residential,electronic,False
C-007995,PMT-0255,F-26,20.83,commercial,analog,False
C-007996,PMT-0136,F-14,3.75,residential,analog,False
C-007997,PMT-0216,F-22,5.1,commercial,analog,False
C-007998,PMT-0102,F-11,6.93,residential,analog,True
C-007999,PMT-0040,F-04,13.94,commercial,analog,False
C-008000,PMT-0055,F-06,6.07,residential,electronic,False
C-008001,PMT-0194,F-20,7.15,residential,analog,True
C-008002,PMT-0215,F-22,1.24,residential,analog,False
C-008003,PMT-0081,F-09,2.84,residential,electronic,False
C-008004,PMT-0108,F-11,1.83,residential,analog,False
C-008005,PMT-0284,F-29,1.69,residential,electronic,False
C-008006,PMT-0256,F-26,7.62,residential,analog,False
C-008007,PMT-0124,F-13,6.64,residential,electronic,False
C-008008,PMT-0073,F-08,3.55,residential,analog,False
C-008009,PMT-0091,F-10,5.81,residential,analog,True
C-008010,PMT-0162,F-17,7.44,residential,analog,False
C-008011,PMT-0171,F-18,2.55,residential,electronic,False
C-008012,PMT-0056,F-06,1.1,residential,analog,False
C-008013,PMT-0020,F-02,85.93,industrial,analog,False
C-008014,PMT-0149,F-15,6.06,residential,analog,False
C-008015,PMT-0240,F-24,2.12,residential,analog,False
C-008016,PMT-0046,F-05,4.43,residential,electronic,False
C-008017,PMT-0123,F-13,2.12,residential,electronic,False
C-008018,PMT-0049,F-05,5.22,residential,electronic,False
C-008019,PMT-0073,F-08,5.53,residential,analog,False
C-008020,PMT-0184,F-19,2.94,residential,analog,False
C-008021,PMT-0086,F-09,20.62,commercial,analog,False
C-008022,PMT-0080,F-08,4.32,residential,analog,False
C-008023,PMT-0299,F-30,5.94,residential,analog,False
C-008024,PMT-0052,F-06,5.48,residential,electronic,False
C-008025,PMT-0057,F-06,4.16,residential,electronic,False
C-008026,PMT-0279,F-28,3.05,residential,analog,False
C-008027,PMT-0166,F-17,2.43,residential,electronic,False
C-008028,PMT-0013,F-02,6.22,residential,electronic,False
C-008029,PMT-0128,F-13,5.49,residential,electronic,True
C-008030,PMT-0170,F-17,2.97,residential,electronic,False
C-008031,PMT-0076,F-08,7.77,residential,analog,False
C-008032,PMT-0165,F-17,6.67,residential,analog,False
C-008033,PMT-0195,F-20,1.89,residential,electronic,False
C-008034,PMT-0076,F-08,2.14,residential,electronic,False
C-008035,PMT-0244,F-25,4.81,residential,analog,False
C-008036,PMT-0136,F-14,1.72,residential,analog,False
C-008037,PMT-0290,F-29,24.29,commercial,electronic,False
C-008038,PMT-0027,F-03,5.47,residential,analog,False
C-008039,PMT-0098,F-10,1.46,residential,analog,False
C-008040,PMT-0217,F-22,55.48,industrial,analog,False
C-008041,PMT-0269,F-27,37.76,industrial,analog,False
C-008042,PMT-0067,F-07,4.43,residential,analog,False
C-008043,PMT-0295,F-30,2.73,residential,analog,False
C-008044,PMT-0059,F-06,6.82,residential,electronic,False
C-008045,PMT-0125,F-13,77.69,industrial,analog,False
C-008046,PMT-0095,F-10,7.35,residential,electronic,False
C-008047,PMT-0128,F-13,2.39,residential,analog,False
C-008048,PMT-0271,F-28,3.7,residential,electronic,False
C-008049,PMT-0220,F-22,84.44,industrial,analog,False
C-008050,PMT-0239,F-24,3.62,residential,electronic,False
C-008051,PMT-0077,F-08,3.65,residential,analog,False
C-008052,PMT-0285,F-29,24.72,commercial,analog,False
C-008053,PMT-0131,F-14,6.4,residential,analog,False
C-008054,PMT-0196,F-20,7.03,residential,analog,False
C-008055,PMT-0210,F-21,3.85,residential,electronic,False
C-008056,PMT-0199,F-20,5.1,residential,analog,True
C-008057,PMT-0181,F-19,4.15,residential,electronic,False
C-008058,PMT-0145,F-15,4.15,residential,analog,False
C-008059,PMT-0195,F-20,1.89,residential,analog,True
C-008060,PMT-0272,F-28,6.89,residential,electronic,False
C-008061,PMT-0117,F-12,3.73,residential,analog,False
C-008062,PMT-0154,F-16,16.64,commercial,electronic,True
C-008063,PMT-0055,F-06,7.0,residential,analog,False
C-008064,PMT-0107,F-11,81.88,industrial,analog,False
C-008065,PMT-0232,F-24,2.39,residential,electronic,False
C-008066,PMT-0193,F-20,5.33,residential,analog,False
C-008067,PMT-0064,F-07,4.47,residential,electronic,False
C-008068,PMT-0164,F-17,10.2,commercial,analog,False
C-008069,PMT-0244,F-25,1.29,residential,electronic,False
C-008070,PMT-0038,F-04,5.41,residential,analog,False
C-008071,PMT-0019,F-02,6.46,residential,analog,False
C-008072,PMT-0118,F-12,7.59,residential,analog,False
C-008073,PMT-0197,F-20,3.48,residential,analog,False
C-008074,PMT-0094,F-10,3.79,residential,electronic,False
C-008075,PMT-0247,F-25,2.14,residential,electronic,False
C-008076,PMT-0255,F-26,24.69,commercial,electronic,False
C-008077,PMT-0160,F-16,6.95,residential,electronic,False
C-008078,PMT-0114,F-12,7.7,residential,electronic,False
C-008079,PMT-0013,F-02,4.47,residential,analog,False
C-008080,PMT-0247,F-25,36.78,industrial,analog,False
C-008081,PMT-0269,F-27,5.01,residential,electronic,False
C-008082,PMT-0133,F-14,3.6,residential,analog,False
C-008083,PMT-0155,F-16,3.44,residential,electronic,False
C-008084,PMT-0227,F-23,1.58,residential,analog,True
C-008085,PMT-0209,F-21,1.51,residential,analog,True
C-008086,PMT-0041,F-05,3.65,residential,electronic,False
C-008087,PMT-0202,F-21,7.48,residential,analog,False
C-008088,PMT-0278,F-28,6.06,residential,electronic,False
C-008089,PMT-0226,F-23,20.21,commercial,electronic,False
C-008090,PMT-0145,F-15,9.69,commercial,analog,False
C-008091,PMT-0157,F-16,6.14,residential,electronic,False
C-008092,PMT-0078,F-08,3.84,residential,analog,False
C-008093,PMT-0199,F-20,1.42,residential,analog,False
C-008094,PMT-0073,F-08,3.76,residential,electronic,False
C-008095,PMT-0103,F-11,1.92,residential,analog,True
C-008096,PMT-0080,F-08,6.98,residential,analog,False
C-008097,PMT-0101,F-11,6.88,residential,analog,False
C-008098,PMT-0111,F-12,3.01,residential,electronic,False
C-008099,PMT-0025,F-03,5.28,residential,electronic,False
C-008100,PMT-0216,F-22,3.55,residential,analog,False
C-008101,PMT-0133,F-14,2.08,residential,analog,False
C-008102,PMT-0285,F-29,5.55,residential,electronic,False
C-008103,PMT-0055,F-06,6.32,residential,analog,False
C-008104,PMT-0201,F-21,6.42,residential,analog,True
C-008105,PMT-0054,F-06,2.04,residential,analog,False
C-008106,PMT-0165,F-17,4.59,residential,electronic,False
C-008107,PMT-0148,F-15,5.48,commercial,analog,False
C-008108,PMT-0135,F-14,1.63,residential,analog,False
C-008109,PMT-0197,F-20,6.62,commercial,analog,False
C-008110,PMT-0249,F-25,1.4,residential,analog,False
C-008111,PMT-0096,F-10,3.34,residential,electronic,False
C-008112,PMT-0255,F-26,3.5,residential,electronic,True
C-008113,PMT-0056,F-06,5.89,residential,analog,False
C-008114,PMT-0088,F-09,3.31,residential,analog,False
C-008115,PMT-0094,F-10,1.98,residential,analog,False
C-008116,PMT-0287,F-29,23.94,commercial,analog,True
C-008117,PMT-0036,F-04,7.13,residential,analog,False
C-008118,PMT-0119,F-12,7.48,commercial,analog,False
C-008119,PMT-0128,F-13,3.54,residential,analog,False
C-008120,PMT-0241,F-25,2.18,residential,electronic,False
C-008121,PMT-0146,F-15,7.71,residential,analog,False
C-008122,PMT-0291,F-30,3.49,residential,analog,False
C-008123,PMT-0223,F-23,1.69,residential,analog,False
C-008124,PMT-0212,F-22,19.54,commercial,analog,False
C-008125,PMT-0226,F-23,19.23,commercial,analog,False
C-008126,PMT-0049,F-05,2.69,residential,analog,False
C-008127,PMT-0135,F-14,3.25,residential,electronic,False
C-008128,PMT-0176,F-18,3.91,residential,analog,False
C-008129,PMT-0063,F-07,2.87,residential,analog,False
C-008130,PMT-0036,F-04,3.02,residential,analog,False
C-008131,PMT-0041,F-05,6.61,residential,analog,False
C-008132,PMT-0237,F-24,6.26,residential,electronic,False
C-008133,PMT-0198,F-20,5.85,residential,analog,True
C-008134,PMT-0085,F-09,5.81,residential,electronic,False
C-008135,PMT-0222,F-23,4.65,residential,electronic,False
C-008136,PMT-0209,F-21,12.02,commercial,analog,False
C-008137,PMT-0245,F-25,6.04,residential,analog,False
C-008138,PMT-0274,F-28,1.81,residential,analog,False
C-008139,PMT-0265,F-27,1.99,residential,analog,False
C-008140,PMT-0055,F-06,7.53,commercial,analog,False
C-008141,PMT-0231,F-24,6.13,residential,analog,False
C-008142,PMT-0118,F-12,5.14,residential,electronic,False
C-008143,PMT-0121,F-13,4.15,residential,analog,False
C-008144,PMT-0195,F-20,4.33,residential,analog,False
C-008145,PMT-0181,F-19,6.79,residential,electronic,False
C-008146,PMT-0126,F-13,1.85,residential,analog,True
C-008147,PMT-0300,F-30,50.66,industrial,analog,False
C-008148,PMT-0053,F-06,6.32,residential,analog,False
C-008149,PMT-0030,F-03,5.6,residential,analog,False
C-008150,PMT-0009,F-01,4.05,residential,analog,False
C-008151,PMT-0245,F-25,2.57,residential,analog,False
C-008152,PMT-0122,F-13,7.63,residential,electronic,False
C-008153,PMT-0132,F-14,3.86,residential,analog,False
C-008154,PMT-0195,F-20,7.14,residential,electronic,False
C-008155,PMT-0131,F-14,20.56,commercial,analog,False
C-008156,PMT-0173,F-18,22.23,commercial,analog,False
C-008157,PMT-0018,F-02,1.12,residential,analog,False
C-008158,PMT-0047,F-05,4.34,residential,analog,False
C-008159,PMT-0280,F-28,10.19,commercial,analog,False
C-008160,PMT-0136,F-14,2.92,residential,analog,False
C-008161,PMT-0051,F-06,2.89,residential,analog,False
C-008162,PMT-0111,F-12,3.73,residential,analog,False
C-008163,PMT-0101,F-11,13.21,commercial,analog,False
C-008164,PMT-0083,F-09,5.44,residential,analog,False
C-008165,PMT-0089,F-09,3.1,residential,analog,False
C-008166,PMT-0219,F-22,2.91,residential,analog,False
C-008167,PMT-0033,F-04,3.52,residential,analog,False
C-008168,PMT-0093,F-10,5.81,residential,analog,False
C-008169,PMT-0141,F-15,1.0,residential,analog,False
C-008170,PMT-0163,F-17,6.23,residential,electronic,False
C-008171,PMT-0265,F-27,47.12,industrial,electronic,False
C-008172,PMT-0277,F-28,5.03,residential,analog,False
C-008173,PMT-0090,F-09,20.23,commercial,analog,False
C-008174,PMT-0162,F-17,4.58,residential,electronic,False
C-008175,PMT-0007,F-01,5.53,residential,analog,False
C-008176,PMT-0186,F-19,7.44,residential,analog,False
C-008177,PMT-0046,F-05,1.21,residential,electronic,False
C-008178,PMT-0022,F-03,3.45,residential,analog,False
C-008179,PMT-0202,F-21,7.49,residential,analog,False
C-008180,PMT-0054,F-06,86.99,industrial,analog,True
C-008181,PMT-0144,F-15,5.32,residential,analog,False
C-008182,PMT-0031,F-04,9.59,commercial,analog,True
C-008183,PMT-0224,F-23,3.31,residential,analog,False
C-008184,PMT-0230,F-23,7.01,residential,analog,True
C-008185,PMT-0173,F-18,5.89,residential,analog,True
C-008186,PMT-0251,F-26,3.0,residential,analog,False
C-008187,PMT-0132,F-14,1.93,residential,analog,False
C-008188,PMT-0056,F-06,6.47,residential,electronic,False
C-008189,PMT-0046,F-05,5.03,residential,analog,False
C-008190,PMT-0066,F-07,7.74,residential,analog,True
C-008191,PMT-0061,F-07,3.85,residential,analog,False
C-008192,PMT-0097,F-10,47.92,industrial,analog,True
C-008193,PMT-0065,F-07,3.04,residential,analog,False
C-008194,PMT-0178,F-18,4.37,residential,analog,False
C-008195,PMT-0045,F-05,3.26,residential,electronic,False
C-008196,PMT-0187,F-19,1.51,residential,analog,False
C-008197,PMT-0101,F-11,11.24,commercial,analog,False
C-008198,PMT-0207,F-21,9.38,commercial,electronic,False
C-008199,PMT-0154,F-16,6.71,residential,analog,False
C-008200,PMT-0272,F-28,2.65,residential,analog,False
C-008201,PMT-0132,F-14,14.18,commercial,analog,False
C-008202,PMT-0089,F-09,5.71,residential,analog,False
C-008203,PMT-0177,F-18,2.04,residential,analog,False
C-008204,PMT-0198,F-20,4.72,residential,electronic,False
C-008205,PMT-0132,F-14,6.93,residential,analog,False
C-008206,PMT-0168,F-17,5.09,residential,analog,True
C-008207,PMT-0142,F-15,4.38,residential,analog,False
C-008208,PMT-0092,F-10,21.78,commercial,analog,False
C-008209,PMT-0095,F-10,7.63,residential,electronic,False
C-008210,PMT-0273,F-28,21.42,commercial,analog,False
C-008211,PMT-0203,F-21,3.86,residential,analog,False
C-008212,PMT-0029,F-03,5.28,residential,analog,False
C-008213,PMT-0289,F-29,4.69,residential,electronic,False
C-008214,PMT-0214,F-22,3.12,residential,analog,True
C-008215,PMT-0016,F-02,13.71,commercial,analog,False
C-008216,PMT-0219,F-22,6.8,residential,electronic,False
C-008217,PMT-0177,F-18,11.01,commercial,analog,False
C-008218,PMT-0275,F-28,7.23,residential,analog,False
C-008219,PMT-0147,F-15,7.94,residential,analog,False
C-008220,PMT-0156,F-16,3.15,residential,electronic,True
C-008221,PMT-0095,F-10,1.86,residential,electronic,False
C-008222,PMT-0097,F-10,7.7,residential,electronic,False
C-008223,PMT-0186,F-19,2.2,residential,analog,False
C-008224,PMT-0249,F-25,6.4,residential,electronic,False
C-008225,PMT-0268,F-27,1.27,residential,electronic,False
C-008226,PMT-0232,F-24,2.65,residential,analog,False
C-008227,PMT-0183,F-19,2.82,residential,electronic,False
C-008228,PMT-0151,F-16,3.08,residential,electronic,False
C-008229,PMT-0102,F-11,7.44,residential,electronic,False
C-008230,PMT-0231,F-24,2.23,residential,analog,False
C-008231,PMT-0096,F-10,2.22,residential,analog,False
C-008232,PMT-0081,F-09,5.84,residential,electronic,False
C-008233,PMT-0261,F-27,7.67,residential,electronic,False
C-008234,PMT-0177,F-18,3.72,residential,analog,False
C-008235,PMT-0107,F-11,6.41,residential,analog,False
C-008236,PMT-0260,F-26,1.22,residential,analog,False
C-008237,PMT-0289,F-29,6.77,residential,analog,True
C-008238,PMT-0096,F-10,6.06,residential,analog,False
C-008239,PMT-0157,F-16,7.28,residential,electronic,False
C-008240,PMT-0146,F-15,5.46,residential,analog,False
C-008241,PMT-0211,F-22,7.59,residential,electronic,False
C-008242,PMT-0286,F-29,3.73,residential,analog,False
C-008243,PMT-0165,F-17,78.6,industrial,analog,False
C-008244,PMT-0240,F-24,6.08,residential,analog,False
C-008245,PMT-0179,F-18,2.88,residential,analog,False
C-008246,PMT-0267,F-27,23.41,commercial,electronic,False
C-008247,PMT-0122,F-13,82.33,industrial,analog,False
C-008248,PMT-0116,F-12,7.06,residential,electronic,False
C-008249,PMT-0127,F-13,12.25,commercial,analog,False
C-008250,PMT-0299,F-30,6.89,residential,electronic,False
C-008251,PMT-0184,F-19,3.2,residential,analog,False
C-008252,PMT-0046,F-05,7.75,residential,analog,False
C-008253,PMT-0013,F-02,1.17,residential,analog,False
C-008254,PMT-0156,F-16,5.33,residential,analog,True
C-008255,PMT-0242,F-25,1.79,residential,analog,False
C-008256,PMT-0144,F-15,6.03,residential,electronic,False
C-008257,PMT-0169,F-17,3.55,residential,electronic,False
C-008258,PMT-0240,F-24,7.09,residential,analog,False
C-008259,PMT-0155,F-16,7.11,residential,analog,False
C-008260,PMT-0273,F-28,12.36,commercial,analog,False
C-008261,PMT-0192,F-20,6.67,residential,electronic,False
C-008262,PMT-0220,F-22,5.77,residential,electronic,False
C-008263,PMT-0235,F-24,3.99,residential,analog,False
C-008264,PMT-0189,F-19,3.4,residential,analog,False
C-008265,PMT-0016,F-02,2.47,residential,analog,False
C-008266,PMT-0129,F-13,1.44,residential,analog,False
C-008267,PMT-0043,F-05,4.62,residential,analog,False
C-008268,PMT-0154,F-16,4.78,residential,analog,False
C-008269,PMT-0043,F-05,4.11,residential,electronic,False
C-008270,PMT-0153,F-16,7.65,residential,analog,False
C-008271,PMT-0104,F-11,1.1,residential,electronic,False
C-008272,PMT-0007,F-01,6.95,residential,electronic,False
C-008273,PMT-0038,F-04,21.02,commercial,analog,False
C-008274,PMT-0151,F-16,6.31,residential,analog,False
C-008275,PMT-0024,F-03,4.67,residential,analog,False
C-008276,PMT-0257,F-26,8.81,commercial,electronic,False
C-008277,PMT-0228,F-23,7.04,residential,analog,False
C-008278,PMT-0213,F-22,79.57,industrial,electronic,False
C-008279,PMT-0052,F-06,6.83,residential,electronic,False
C-008280,PMT-0239,F-24,2.65,residential,analog,False
C-008281,PMT-0191,F-20,4.88,residential,analog,False
C-008282,PMT-0118,F-12,3.91,residential,analog,False
C-008283,PMT-0001,F-01,71.17,industrial,analog,False
C-008284,PMT-0159,F-16,6.27,residential,analog,False
C-008285,PMT-0239,F-24,33.9,industrial,electronic,False
C-008286,PMT-0011,F-02,2.22,residential,analog,False
C-008287,PMT-0016,F-02,5.87,commercial,analog,False
C-008288,PMT-0115,F-12,32.57,industrial,electronic,False
C-008289,PMT-0154,F-16,2.68,residential,analog,False
C-008290,PMT-0143,F-15,25.8,industrial,analog,False
C-008291,PMT-0128,F-13,3.49,residential,analog,False
C-008292,PMT-0077,F-08,5.73,residential,electronic,False
C-008293,PMT-0018,F-02,6.55,residential,analog,False
C-008294,PMT-0010,F-01,3.42,residential,analog,False
C-008295,PMT-0030,F-03,1.59,residential,electronic,False
C-008296,PMT-0208,F-21,6.32,residential,electronic,False
C-008297,PMT-0236,F-24,3.74,residential,analog,False
C-008298,PMT-0131,F-14,2.76,residential,analog,False
C-008299,PMT-0024,F-03,4.29,residential,analog,False
C-008300,PMT-0125,F-13,7.79,residential,analog,False
C-008301,PMT-0296,F-30,3.61,residential,electronic,False
C-008302,PMT-0075,F-08,24.19,commercial,analog,False
C-008303,PMT-0148,F-15,40.25,industrial,electronic,False
C-008304,PMT-0162,F-17,7.11,commercial,electronic,False
C-008305,PMT-0099,F-10,2.1,residential,analog,False
C-008306,PMT-0132,F-14,6.42,residential,analog,True
C-008307,PMT-0142,F-15,15.75,commercial,analog,True
C-008308,PMT-0143,F-15,5.07,residential,analog,False
C-008309,PMT-0216,F-22,7.77,residential,electronic,False
C-008310,PMT-0175,F-18,4.53,residential,electronic,False
C-008311,PMT-0017,F-02,1.82,residential,analog,False
C-008312,PMT-0002,F-01,6.03,residential,electronic,False
C-008313,PMT-0124,F-13,2.45,residential,electronic,False
C-008314,PMT-0273,F-28,5.07,residential,analog,False
C-008315,PMT-0012,F-02,6.98,residential,electronic,True
C-008316,PMT-0022,F-03,4.34,residential,analog,False
C-008317,PMT-0204,F-21,3.2,residential,electronic,False
C-008318,PMT-0136,F-14,5.03,residential,electronic,False
C-008319,PMT-0070,F-07,1.89,residential,analog,False
C-008320,PMT-0063,F-07,3.15,residential,analog,False
C-008321,PMT-0200,F-20,4.53,residential,electronic,False
C-008322,PMT-0158,F-16,2.78,residential,analog,False
C-008323,PMT-0192,F-20,1.27,residential,analog,True
C-008324,PMT-0085,F-09,66.81,industrial,analog,True
C-008325,PMT-0158,F-16,3.81,residential,analog,False
C-008326,PMT-0259,F-26,3.73,residential,analog,False
C-008327,PMT-0095,F-10,24.94,commercial,analog,False
C-008328,PMT-0119,F-12,1.78,residential,electronic,False
C-008329,PMT-0050,F-05,2.08,residential,electronic,False
C-008330,PMT-0192,F-20,7.13,residential,electronic,False
C-008331,PMT-0010,F-01,1.91,residential,analog,False
C-008332,PMT-0075,F-08,7.42,residential,electronic,False
C-008333,PMT-0214,F-22,5.7,residential,analog,False
C-008334,PMT-0006,F-01,4.7,residential,electronic,False
C-008335,PMT-0297,F-30,2.95,residential,electronic,False
C-008336,PMT-0122,F-13,3.52,residential,analog,False
C-008337,PMT-0120,F-12,6.78,residential,electronic,True
C-008338,PMT-0161,F-17,6.15,commercial,electronic,False
C-008339,PMT-0192,F-20,6.38,residential,analog,False
C-008340,PMT-0138,F-14,6.79,residential,electronic,False
C-008341,PMT-0266,F-27,5.94,residential,electronic,False
C-008342,PMT-0289,F-29,1.38,residential,analog,False
C-008343,PMT-0061,F-07,6.2,residential,analog,False
C-008344,PMT-0213,F-22,6.06,residential,electronic,False
C-008345,PMT-0091,F-10,1.09,residential,electronic,False
C-008346,PMT-0299,F-30,22.85,commercial,analog,False
C-008347,PMT-0076,F-08,7.64,commercial,analog,False
C-008348,PMT-0089,F-09,7.73,residential,analog,True
C-008349,PMT-0215,F-22,1.5,residential,analog,False
C-008350,PMT-0237,F-24,2.67,residential,analog,False
C-008351,PMT-0039,F-04,5.83,residential,analog,False
C-008352,PMT-0167,F-17,7.74,commercial,electronic,False
C-008353,PMT-0104,F-11,2.29,residential,analog,False
C-008354,PMT-0184,F-19,1.08,residential,analog,False
C-008355,PMT-0168,F-17,21.53,commercial,analog,False
C-008356,PMT-0296,F-30,1.26,residential,electronic,False
C-008357,PMT-0281,F-29,5.43,residential,electronic,False
C-008358,PMT-0197,F-20,5.08,residential,electronic,False
C-008359,PMT-0204,F-21,4.58,residential,analog,False
C-008360,PMT-0270,F-27,3.63,residential,analog,False
C-008361,PMT-0056,F-06,3.1,residential,analog,False
C-008362,PMT-0218,F-22,7.7,residential,analog,True
C-008363,PMT-0232,F-24,6.5,residential,analog,False
C-008364,PMT-0039,F-04,93.82,industrial,analog,False
C-008365,PMT-0265,F-27,6.14,residential,analog,False
C-008366,PMT-0210,F-21,6.8,residential,analog,False
C-008367,PMT-0105,F-11,7.75,residential,analog,False
C-008368,PMT-0146,F-15,4.18,residential,electronic,False
C-008369,PMT-0147,F-15,7.35,residential,analog,False
C-008370,PMT-0276,F-28,1.3,residential,analog,False
C-008371,PMT-0291,F-30,1.76,residential,analog,False
C-008372,PMT-0243,F-25,4.43,residential,analog,False
C-008373,PMT-0196,F-20,4.18,residential,electronic,False
C-008374,PMT-0032,F-04,4.07,residential,analog,False
C-008375,PMT-0275,F-28,15.74,commercial,analog,False
C-008376,PMT-0041,F-05,15.77,commercial,electronic,False
C-008377,PMT-0051,F-06,7.09,residential,analog,True
