consumer_id,month,billed_units_kwh,arrears_pkr,reader_id,is_theft_ground_truth,theft_type
C-002051,2024-03-01,3487.6,469.27,R-174,False,none
C-002052,2024-03-01,73.16,223.2,R-220,False,none
C-002053,2024-03-01,96.22,256.51,R-076,False,none
C-002054,2024-03-01,1210.73,1847.4,R-196,False,none
C-002055,2024-03-01,435.71,306.84,R-005,False,none
C-002056,2024-03-01,225.92,872.58,R-083,False,none
C-002057,2024-03-01,2218.03,1070.69,R-061,False,none
C-002058,2024-03-01,555.07,605.08,R-007,False,none
C-002059,2024-03-01,253.17,3458.78,R-133,False,none
C-002060,2024-03-01,273.57,615.94,R-117,False,none
C-002061,2024-03-01,351.1,4949.27,R-084,False,none
C-002062,2024-03-01,210.73,1230.51,R-191,False,none
C-002063,2024-03-01,124.64,4839.35,R-055,False,none
C-002064,2024-03-01,247.62,418.34,R-181,False,none
C-002065,2024-03-01,71.02,6.02,R-140,False,none
C-002066,2024-03-01,1453.32,650.45,R-198,False,none
C-002067,2024-03-01,142.18,789.7,R-002,False,none
C-002068,2024-03-01,2043.8,288.15,R-214,False,none
C-002069,2024-03-01,68.38,449.04,R-001,False,none
C-002070,2024-03-01,185.09,430.25,R-157,False,none
C-002071,2024-03-01,849.44,102.27,R-166,False,none
C-002072,2024-03-01,131.46,537.62,R-036,False,none
C-002073,2024-03-01,522.67,178.1,R-008,True,kunda
C-002074,2024-03-01,370.85,51.6,R-009,False,none
C-002075,2024-03-01,365.49,8450.42,R-029,False,none
C-002076,2024-03-01,353.27,1197.94,R-034,False,none
C-002077,2024-03-01,56.82,2678.74,R-213,False,none
C-002078,2024-03-01,232.88,994.6,R-045,True,fixed_shunt
C-002079,2024-03-01,89.6,4067.08,R-178,False,none
C-002080,2024-03-01,317.54,1718.42,R-014,False,none
C-002081,2024-03-01,184.96,588.62,R-144,False,none
C-002082,2024-03-01,533.46,770.53,R-100,False,none
C-002083,2024-03-01,200.12,714.04,R-119,False,none
C-002084,2024-03-01,199.37,367.6,R-173,True,slab_defender
C-002085,2024-03-01,301.19,1834.31,R-047,False,none
C-002086,2024-03-01,307.66,1091.15,R-001,False,none
C-002087,2024-03-01,632.05,388.42,R-049,False,none
C-002088,2024-03-01,82.73,306.78,R-177,False,none
C-002089,2024-03-01,123.84,195.01,R-131,False,none
C-002090,2024-03-01,74.92,1801.75,R-204,False,none
C-002091,2024-03-01,341.37,2079.76,R-184,False,none
C-002092,2024-03-01,402.23,1393.5,R-034,True,fixed_shunt
C-002093,2024-03-01,106.33,369.86,R-013,False,none
C-002094,2024-03-01,273.42,2323.71,R-005,False,none
C-002095,2024-03-01,1964.25,939.23,R-042,False,none
C-002096,2024-03-01,246.1,194.58,R-106,False,none
C-002097,2024-03-01,335.66,2679.23,R-004,False,none
C-002098,2024-03-01,124.89,984.03,R-192,False,none
C-002099,2024-03-01,580.92,96.96,R-106,False,none
C-002100,2024-03-01,264.28,233.91,R-163,False,none
C-002101,2024-03-01,119.09,2255.83,R-193,False,none
C-002102,2024-03-01,335.82,979.35,R-008,False,none
C-002103,2024-03-01,631.47,149.87,R-096,False,none
C-002104,2024-03-01,1640.49,2227.24,R-149,False,none
C-002105,2024-03-01,212.78,2447.09,R-220,False,none
C-002106,2024-03-01,306.11,1255.0,R-180,False,none
C-002107,2024-03-01,58.47,1158.68,R-048,False,none
C-002108,2024-03-01,189.84,1248.24,R-060,True,slab_defender
C-002109,2024-03-01,151.98,1090.27,R-176,False,none
C-002110,2024-03-01,88.06,963.19,R-144,False,none
C-002111,2024-03-01,58.0,822.13,R-055,False,none
C-002112,2024-03-01,155.1,465.54,R-109,False,none
C-002113,2024-03-01,422.44,1307.21,R-205,False,none
C-002114,2024-03-01,110.47,292.2,R-046,False,none
C-002115,2024-03-01,261.98,1192.54,R-073,False,none
C-002116,2024-03-01,591.89,1004.35,R-199,False,none
C-002117,2024-03-01,235.69,317.49,R-149,False,none
C-002118,2024-03-01,234.01,175.89,R-050,False,none
C-002119,2024-03-01,85.88,626.68,R-064,False,none
C-002120,2024-03-01,225.33,95.44,R-185,False,none
C-002121,2024-03-01,323.07,1452.59,R-062,False,none
C-002122,2024-03-01,475.31,111.53,R-155,False,none
C-002123,2024-03-01,61.83,3334.64,R-110,False,none
C-002124,2024-03-01,356.85,633.12,R-049,False,none
C-002125,2024-03-01,1014.97,606.2,R-082,False,none
C-002126,2024-03-01,494.18,1328.62,R-157,False,none
C-002127,2024-03-01,194.45,586.29,R-177,True,slab_defender
C-002128,2024-03-01,278.71,1120.88,R-006,False,none
C-002129,2024-03-01,52.62,765.38,R-200,False,none
C-002130,2024-03-01,242.51,1195.26,R-052,False,none
C-002131,2024-03-01,145.6,1723.57,R-143,False,none
C-002132,2024-03-01,159.18,1326.41,R-063,False,none
C-002133,2024-03-01,1729.79,45.45,R-059,False,none
C-002134,2024-03-01,1106.88,223.55,R-196,False,none
C-002135,2024-03-01,502.13,844.15,R-155,False,none
C-002136,2024-03-01,240.81,96.88,R-202,True,gradual_slowdown
C-002137,2024-03-01,14.01,4137.09,R-005,False,none
C-002138,2024-03-01,491.53,602.15,R-060,False,none
C-002139,2024-03-01,783.52,992.19,R-011,False,none
C-002140,2024-03-01,1193.17,946.93,R-105,False,none
C-002141,2024-03-01,532.96,731.55,R-102,False,none
C-002142,2024-03-01,289.91,7.63,R-216,False,none
C-002143,2024-03-01,175.05,873.98,R-051,False,none
C-002144,2024-03-01,164.27,978.39,R-147,False,none
C-002145,2024-03-01,355.16,240.23,R-219,False,none
C-002146,2024-03-01,279.36,1741.94,R-016,False,none
C-002147,2024-03-01,162.73,299.58,R-098,False,none
C-002148,2024-03-01,3459.66,3093.53,R-087,False,none
C-002149,2024-03-01,118.25,1510.72,R-006,True,slab_defender
C-002150,2024-03-01,276.82,5270.09,R-093,True,kunda
C-002151,2024-03-01,104.45,709.11,R-056,False,none
C-002152,2024-03-01,623.24,1069.88,R-068,False,none
C-002153,2024-03-01,208.06,1235.71,R-047,False,none
C-002154,2024-03-01,208.8,2045.86,R-115,False,none
C-002155,2024-03-01,391.26,1076.73,R-088,False,none
C-002156,2024-03-01,436.86,566.46,R-162,False,none
C-002157,2024-03-01,462.88,636.05,R-078,False,none
C-002158,2024-03-01,327.72,2058.98,R-153,False,none
C-002159,2024-03-01,111.79,129.12,R-117,False,none
C-002160,2024-03-01,500.35,844.54,R-078,False,none
C-002161,2024-03-01,103.15,404.14,R-182,True,kunda
C-002162,2024-03-01,178.08,2004.43,R-163,False,none
C-002163,2024-03-01,143.18,542.66,R-116,False,none
C-002164,2024-03-01,503.89,243.14,R-118,False,none
C-002165,2024-03-01,515.23,127.25,R-169,False,none
C-002166,2024-03-01,95.18,2459.21,R-170,False,none
C-002167,2024-03-01,46.18,891.68,R-157,False,none
C-002168,2024-03-01,500.34,1931.15,R-026,False,none
C-002169,2024-03-01,194.12,2370.91,R-051,True,slab_defender
C-002170,2024-03-01,425.28,1240.05,R-090,False,none
C-002171,2024-03-01,193.57,460.36,R-127,False,none
C-002172,2024-03-01,195.34,559.73,R-087,True,slab_defender
C-002173,2024-03-01,142.7,1369.34,R-183,False,none
C-002174,2024-03-01,255.55,1513.64,R-078,False,none
C-002175,2024-03-01,52.97,875.2,R-120,False,none
C-002176,2024-03-01,191.21,1662.87,R-154,False,none
C-002177,2024-03-01,194.58,1036.97,R-084,False,none
C-002178,2024-03-01,1196.1,94.49,R-123,False,none
C-002179,2024-03-01,213.02,2355.27,R-160,False,none
C-002180,2024-03-01,2147.29,3237.25,R-085,True,peak_hour_shaver
C-002181,2024-03-01,130.9,852.01,R-214,False,none
C-002182,2024-03-01,965.3,154.14,R-118,False,none
C-002183,2024-03-01,829.19,902.01,R-174,False,none
C-002184,2024-03-01,248.54,8139.24,R-155,False,none
C-002185,2024-03-01,429.56,593.21,R-180,False,none
C-002186,2024-03-01,251.59,1791.37,R-149,False,none
C-002187,2024-03-01,275.43,184.48,R-119,False,none
C-002188,2024-03-01,30.72,362.42,R-168,False,none
C-002189,2024-03-01,261.09,1292.52,R-103,False,none
C-002190,2024-03-01,369.39,579.85,R-COL-02,True,collusion
C-002191,2024-03-01,117.74,984.68,R-111,False,none
C-002192,2024-03-01,82.75,789.08,R-163,False,none
C-002193,2024-03-01,180.56,1774.8,R-046,False,none
C-002194,2024-03-01,111.03,298.74,R-040,False,none
C-002195,2024-03-01,154.13,243.34,R-125,False,none
C-002196,2024-03-01,336.78,1705.47,R-187,False,none
C-002197,2024-03-01,47.07,1521.52,R-162,False,none
C-002198,2024-03-01,199.58,519.98,R-074,False,none
C-002199,2024-03-01,276.3,3721.5,R-189,False,none
C-002200,2024-03-01,316.3,60.49,R-147,True,gradual_slowdown
C-002201,2024-03-01,274.18,2098.9,R-123,False,none
C-002202,2024-03-01,2068.32,1338.84,R-219,False,none
C-002203,2024-03-01,405.09,1142.85,R-172,False,none
C-002204,2024-03-01,539.61,1841.9,R-065,False,none
C-002205,2024-03-01,231.22,811.55,R-015,False,none
C-002206,2024-03-01,349.61,1030.97,R-060,False,none
C-002207,2024-03-01,10.16,381.84,R-039,False,none
C-002208,2024-03-01,83.63,2392.03,R-041,False,none
C-002209,2024-03-01,115.43,4759.42,R-115,False,none
C-002210,2024-03-01,111.72,230.46,R-217,False,none
C-002211,2024-03-01,6216.34,763.61,R-143,False,none
C-002212,2024-03-01,149.7,362.8,R-094,False,none
C-002213,2024-03-01,1016.11,708.85,R-055,False,none
C-002214,2024-03-01,139.01,657.49,R-173,False,none
C-002215,2024-03-01,646.48,186.19,R-121,False,none
C-002216,2024-03-01,98.44,2735.85,R-011,False,none
C-002217,2024-03-01,395.6,340.09,R-103,False,none
C-002218,2024-03-01,647.56,1001.52,R-040,False,none
C-002219,2024-03-01,2358.56,2671.41,R-110,True,peak_hour_shaver
C-002220,2024-03-01,175.61,959.39,R-014,False,none
C-002221,2024-03-01,314.45,2455.34,R-047,False,none
C-002222,2024-03-01,229.53,792.07,R-180,False,none
C-002223,2024-03-01,512.42,1304.98,R-038,False,none
C-002224,2024-03-01,184.8,3219.2,R-024,False,none
C-002225,2024-03-01,4.76,699.02,R-049,False,none
C-002226,2024-03-01,140.51,371.86,R-204,False,none
C-002227,2024-03-01,53.93,4804.92,R-209,False,none
C-002228,2024-03-01,475.18,876.98,R-147,False,none
C-002229,2024-03-01,406.12,916.88,R-172,False,none
C-002230,2024-03-01,194.02,2297.87,R-201,False,none
C-002231,2024-03-01,288.18,1613.05,R-066,False,none
C-002232,2024-03-01,574.67,2800.91,R-090,False,none
C-002233,2024-03-01,102.21,4207.23,R-007,False,none
C-002234,2024-03-01,272.92,713.74,R-116,False,none
C-002235,2024-03-01,337.21,2223.31,R-204,False,none
C-002236,2024-03-01,2663.36,22.16,R-007,False,none
C-002237,2024-03-01,7.31,3127.97,R-157,False,none
C-002238,2024-03-01,72.85,44.99,R-103,False,none
C-002239,2024-03-01,145.52,4035.11,R-213,True,fixed_shunt
C-002240,2024-03-01,437.43,2974.99,R-130,True,fixed_shunt
C-002241,2024-03-01,55.82,2740.61,R-090,False,none
C-002242,2024-03-01,89.59,1922.61,R-023,False,none
C-002243,2024-03-01,250.54,2199.68,R-124,False,none
C-002244,2024-03-01,580.62,1269.09,R-216,False,none
C-002245,2024-03-01,884.95,1094.84,R-003,False,none
C-002246,2024-03-01,317.08,5843.99,R-001,False,none
C-002247,2024-03-01,322.61,6768.8,R-196,False,none
C-002248,2024-03-01,321.08,315.38,R-059,False,none
C-002249,2024-03-01,313.61,1786.0,R-134,False,none
C-002250,2024-03-01,186.92,1402.96,R-136,False,none
C-002251,2024-03-01,146.88,473.99,R-106,False,none
C-002252,2024-03-01,85.3,1809.52,R-110,False,none
C-002253,2024-03-01,252.02,2601.53,R-152,False,none
C-002254,2024-03-01,57.37,1510.65,R-053,False,none
C-002255,2024-03-01,1787.15,539.31,R-040,False,none
C-002256,2024-03-01,411.75,409.88,R-218,False,none
C-002257,2024-03-01,2032.6,1876.29,R-002,False,none
C-002258,2024-03-01,80.87,2403.79,R-042,False,none
C-002259,2024-03-01,275.48,79.83,R-161,False,none
C-002260,2024-03-01,307.11,2556.62,R-126,False,none
C-002261,2024-03-01,176.16,2932.1,R-071,False,none
C-002262,2024-03-01,3112.24,716.3,R-026,False,none
C-002263,2024-03-01,160.88,202.63,R-081,False,none
C-002264,2024-03-01,179.54,532.74,R-013,False,none
C-002265,2024-03-01,424.78,7087.05,R-122,False,none
C-002266,2024-03-01,13.06,84.7,R-108,False,none
C-002267,2024-03-01,114.01,714.36,R-203,False,none
C-002268,2024-03-01,129.59,3036.22,R-178,False,none
C-002269,2024-03-01,105.47,121.72,R-104,False,none
C-002270,2024-03-01,884.57,472.04,R-117,False,none
C-002271,2024-03-01,569.38,801.74,R-152,False,none
C-002272,2024-03-01,130.13,1880.59,R-065,False,none
C-002273,2024-03-01,273.52,2232.22,R-133,False,none
C-002274,2024-03-01,42.08,278.75,R-004,False,none
C-002275,2024-03-01,623.54,965.09,R-207,True,fixed_shunt
C-002276,2024-03-01,185.02,52.09,R-207,False,none
C-002277,2024-03-01,246.09,867.68,R-196,False,none
C-002278,2024-03-01,464.75,885.89,R-047,False,none
C-002279,2024-03-01,699.45,1834.53,R-174,False,none
C-002280,2024-03-01,207.6,2079.61,R-127,False,none
C-002281,2024-03-01,25.98,609.26,R-217,False,none
C-002282,2024-03-01,732.36,29.52,R-004,False,none
C-002283,2024-03-01,532.01,1100.66,R-088,False,none
C-002284,2024-03-01,311.2,511.48,R-022,False,none
C-002285,2024-03-01,278.26,3354.32,R-209,False,none
C-002286,2024-03-01,98.22,1100.13,R-038,False,none
C-002287,2024-03-01,739.15,3308.02,R-009,False,none
C-002288,2024-03-01,301.78,2329.88,R-025,False,none
C-002289,2024-03-01,238.72,5170.27,R-213,False,none
C-002290,2024-03-01,52.58,370.45,R-117,False,none
C-002291,2024-03-01,5357.27,3034.14,R-024,False,none
C-002292,2024-03-01,375.38,297.19,R-088,False,none
C-002293,2024-03-01,86.69,381.48,R-094,False,none
C-002294,2024-03-01,592.36,942.88,R-177,False,none
C-002295,2024-03-01,224.63,1274.0,R-049,False,none
C-002296,2024-03-01,251.06,143.19,R-026,False,none
C-002297,2024-03-01,282.9,2092.33,R-165,False,none
C-002298,2024-03-01,32.26,2377.55,R-095,False,none
C-002299,2024-03-01,98.03,1420.25,R-028,False,none
C-002300,2024-03-01,89.31,279.69,R-095,False,none
C-002301,2024-03-01,599.84,1532.61,R-094,False,none
C-002302,2024-03-01,135.73,625.9,R-051,False,none
C-002303,2024-03-01,111.01,2313.96,R-045,False,none
C-002304,2024-03-01,213.23,230.72,R-022,False,none
C-002305,2024-03-01,749.34,6883.19,R-185,False,none
C-002306,2024-03-01,165.2,36.6,R-003,False,none
C-002307,2024-03-01,281.95,3.23,R-112,False,none
C-002308,2024-03-01,307.38,6300.46,R-005,True,gradual_slowdown
C-002309,2024-03-01,260.72,10261.58,R-177,False,none
C-002310,2024-03-01,550.67,942.67,R-088,True,slab_defender
C-002311,2024-03-01,7481.23,2325.1,R-216,True,kunda
C-002312,2024-03-01,153.94,228.08,R-012,False,none
C-002313,2024-03-01,181.65,362.02,R-074,True,kunda
C-002314,2024-03-01,155.47,25.61,R-087,False,none
C-002315,2024-03-01,87.94,3964.99,R-016,False,none
C-002316,2024-03-01,267.7,79.47,R-097,False,none
C-002317,2024-03-01,638.57,423.97,R-102,False,none
C-002318,2024-03-01,103.73,2898.13,R-098,False,none
C-002319,2024-03-01,178.98,2722.97,R-118,False,none
C-002320,2024-03-01,1315.91,273.59,R-043,False,none
C-002321,2024-03-01,290.31,1143.95,R-053,True,kunda
C-002322,2024-03-01,196.32,545.44,R-110,True,slab_defender
C-002323,2024-03-01,132.98,970.78,R-142,False,none
C-002324,2024-03-01,138.34,520.74,R-087,False,none
C-002325,2024-03-01,182.26,4770.91,R-101,False,none
C-002326,2024-03-01,2102.76,3119.35,R-218,False,none
C-002327,2024-03-01,158.94,1084.42,R-143,False,none
C-002328,2024-03-01,200.88,2333.38,R-010,False,none
C-002329,2024-03-01,191.71,290.26,R-080,False,none
C-002330,2024-03-01,352.33,643.43,R-012,False,none
C-002331,2024-03-01,58.2,4559.31,R-193,False,none
C-002332,2024-03-01,115.85,644.11,R-182,False,none
C-002333,2024-03-01,824.59,132.64,R-103,False,none
C-002334,2024-03-01,207.46,594.21,R-059,False,none
C-002335,2024-03-01,86.84,166.79,R-159,True,nighttime_ac
C-002336,2024-03-01,259.14,1530.01,R-041,False,none
C-002337,2024-03-01,453.01,815.87,R-170,False,none
C-002338,2024-03-01,218.79,3.79,R-193,True,nighttime_ac
C-002339,2024-03-01,612.03,23.3,R-040,False,none
C-002340,2024-03-01,375.89,994.31,R-118,False,none
C-002341,2024-03-01,278.67,2509.77,R-035,False,none
C-002342,2024-03-01,580.06,31.54,R-136,False,none
C-002343,2024-03-01,93.57,542.28,R-149,False,none
C-002344,2024-03-01,170.38,206.24,R-002,False,none
C-002345,2024-03-01,336.23,128.87,R-208,False,none
C-002346,2024-03-01,80.12,3451.58,R-058,False,none
C-002347,2024-03-01,371.26,883.12,R-102,False,none
C-002348,2024-03-01,1088.47,225.64,R-058,False,none
C-002349,2024-03-01,600.46,816.7,R-200,False,none
C-002350,2024-03-01,143.43,1633.76,R-168,True,peak_hour_shaver
C-002351,2024-03-01,555.71,109.5,R-218,False,none
C-002352,2024-03-01,867.49,1591.27,R-085,False,none
C-002353,2024-03-01,12.98,2346.09,R-124,False,none
C-002354,2024-03-01,304.14,213.59,R-128,False,none
C-002355,2024-03-01,58.52,1947.04,R-051,False,none
C-002356,2024-03-01,179.61,55.32,R-206,False,none
C-002357,2024-03-01,380.44,458.48,R-191,True,kunda
C-002358,2024-03-01,43.03,291.58,R-217,False,none
C-002359,2024-03-01,2490.85,1716.13,R-101,False,none
C-002360,2024-03-01,356.81,613.45,R-029,False,none
C-002361,2024-03-01,709.35,1547.66,R-035,False,none
C-002362,2024-03-01,277.64,3070.16,R-123,False,none
C-002363,2024-03-01,121.61,582.36,R-181,False,none
C-002364,2024-03-01,725.18,2922.38,R-154,False,none
C-002365,2024-03-01,195.78,2921.25,R-162,True,slab_defender
C-002366,2024-03-01,46.81,1117.73,R-173,False,none
C-002367,2024-03-01,242.63,14.93,R-186,False,none
C-002368,2024-03-01,90.46,2456.67,R-203,False,none
C-002369,2024-03-01,246.08,616.48,R-080,False,none
C-002370,2024-03-01,135.14,919.02,R-161,True,nighttime_ac
C-002371,2024-03-01,505.36,895.92,R-062,False,none
C-002372,2024-03-01,56.93,349.18,R-152,False,none
C-002373,2024-03-01,96.87,618.83,R-013,False,none
C-002374,2024-03-01,76.32,2056.74,R-012,False,none
C-002375,2024-03-01,197.76,2525.98,R-044,True,slab_defender
C-002376,2024-03-01,116.04,1871.37,R-120,False,none
C-002377,2024-03-01,828.44,31.92,R-201,False,none
C-002378,2024-03-01,609.18,111.88,R-132,False,none
C-002379,2024-03-01,362.22,773.65,R-124,False,none
C-002380,2024-03-01,226.43,2838.99,R-154,False,none
C-002381,2024-03-01,184.19,2371.36,R-195,True,slab_defender
C-002382,2024-03-01,161.06,941.46,R-129,False,none
C-002383,2024-03-01,525.88,3698.15,R-163,False,none
C-002384,2024-03-01,234.99,1409.06,R-091,False,none
C-002385,2024-03-01,421.2,322.86,R-219,False,none
C-002386,2024-03-01,314.15,1064.07,R-108,False,none
C-002387,2024-03-01,42.23,763.33,R-197,False,none
C-002388,2024-03-01,189.78,1016.23,R-213,False,none
C-002389,2024-03-01,360.62,1862.19,R-195,False,none
C-002390,2024-03-01,7.57,2774.98,R-073,False,none
C-002391,2024-03-01,332.64,3716.06,R-083,False,none
C-002392,2024-03-01,260.59,4346.49,R-173,False,none
C-002393,2024-03-01,612.73,491.91,R-205,False,none
C-002394,2024-03-01,80.67,769.83,R-134,False,none
C-002395,2024-03-01,56.08,2315.86,R-172,True,kunda
C-002396,2024-03-01,4394.04,722.66,R-098,False,none
C-002397,2024-03-01,14.1,1035.04,R-189,False,none
C-002398,2024-03-01,243.78,638.88,R-092,False,none
C-002399,2024-03-01,134.1,77.11,R-137,False,none
C-002400,2024-03-01,274.33,544.18,R-COL-04,True,collusion
C-002401,2024-03-01,27.89,1405.11,R-184,False,none
C-002402,2024-03-01,435.19,1587.46,R-176,False,none
C-002403,2024-03-01,345.19,3025.74,R-185,False,none
C-002404,2024-03-01,544.51,1464.77,R-027,False,none
C-002405,2024-03-01,2012.8,1889.74,R-055,False,none
C-002406,2024-03-01,246.39,2089.27,R-201,False,none
C-002407,2024-03-01,135.91,1620.74,R-029,False,none
C-002408,2024-03-01,192.88,1538.9,R-171,False,none
C-002409,2024-03-01,294.58,642.02,R-140,False,none
C-002410,2024-03-01,721.63,899.77,R-077,False,none
C-002411,2024-03-01,187.98,2306.85,R-009,True,slab_defender
C-002412,2024-03-01,1981.75,1213.13,R-003,False,none
C-002413,2024-03-01,581.33,330.79,R-197,False,none
C-002414,2024-03-01,213.53,2809.09,R-024,False,none
C-002415,2024-03-01,527.02,787.93,R-164,False,none
C-002416,2024-03-01,242.14,171.0,R-032,False,none
C-002417,2024-03-01,338.53,1437.36,R-088,False,none
C-002418,2024-03-01,64.63,1146.05,R-023,False,none
C-002419,2024-03-01,256.16,1541.36,R-141,False,none
C-002420,2024-03-01,14.79,5155.5,R-023,False,none
C-002421,2024-03-01,157.32,449.16,R-138,False,none
C-002422,2024-03-01,160.92,550.57,R-212,True,slab_defender
C-002423,2024-03-01,205.27,581.27,R-164,False,none
C-002424,2024-03-01,57.78,261.42,R-145,False,none
C-002425,2024-03-01,11.04,1550.17,R-200,False,none
C-002426,2024-03-01,32.54,3850.43,R-181,False,none
C-002427,2024-03-01,221.73,4115.86,R-162,False,none
C-002428,2024-03-01,277.36,626.94,R-124,True,kunda
C-002429,2024-03-01,300.7,1006.03,R-086,True,gradual_slowdown
C-002430,2024-03-01,334.25,862.39,R-137,False,none
C-002431,2024-03-01,1045.53,1695.23,R-024,False,none
C-002432,2024-03-01,192.4,310.57,R-194,False,none
C-002433,2024-03-01,89.85,9.9,R-195,False,none
C-002434,2024-03-01,686.1,571.4,R-058,False,none
C-002435,2024-03-01,347.94,1167.85,R-167,False,none
C-002436,2024-03-01,2523.99,1756.1,R-153,True,gradual_slowdown
C-002437,2024-03-01,71.35,60.31,R-188,False,none
C-002438,2024-03-01,70.23,1342.54,R-198,False,none
C-002439,2024-03-01,214.05,946.15,R-164,False,none
C-002440,2024-03-01,130.3,3509.61,R-206,False,none
C-002441,2024-03-01,57.78,868.37,R-072,False,none
C-002442,2024-03-01,380.64,4173.83,R-098,False,none
C-002443,2024-03-01,283.5,2333.89,R-033,False,none
C-002444,2024-03-01,175.89,1914.62,R-189,False,none
C-002445,2024-03-01,217.96,545.92,R-062,False,none
C-002446,2024-03-01,116.51,3140.75,R-111,True,peak_hour_shaver
C-002447,2024-03-01,199.39,772.65,R-036,False,none
C-002448,2024-03-01,206.39,1548.46,R-057,False,none
C-002449,2024-03-01,610.31,926.92,R-149,False,none
C-002450,2024-03-01,175.47,240.24,R-056,False,none
C-002451,2024-03-01,164.45,1505.27,R-114,False,none
C-002452,2024-03-01,457.12,6237.87,R-100,False,none
C-002453,2024-03-01,232.25,800.91,R-136,False,none
C-002454,2024-03-01,194.21,950.41,R-057,False,none
C-002455,2024-03-01,516.39,456.59,R-107,False,none
C-002456,2024-03-01,429.85,2210.84,R-007,False,none
C-002457,2024-03-01,108.17,5042.41,R-115,True,gradual_slowdown
C-002458,2024-03-01,149.3,503.86,R-024,False,none
C-002459,2024-03-01,285.89,464.52,R-161,False,none
C-002460,2024-03-01,37.2,1196.12,R-187,False,none
C-002461,2024-03-01,1394.17,1216.06,R-089,False,none
C-002462,2024-03-01,7.25,1347.11,R-195,False,none
C-002463,2024-03-01,143.13,3864.68,R-087,False,none
C-002464,2024-03-01,93.65,80.57,R-193,False,none
C-002465,2024-03-01,376.82,209.19,R-115,False,none
C-002466,2024-03-01,329.34,3120.28,R-122,False,none
C-002467,2024-03-01,1212.46,312.84,R-090,False,none
C-002468,2024-03-01,95.54,4070.48,R-206,False,none
C-002469,2024-03-01,144.35,8336.82,R-156,False,none
C-002470,2024-03-01,200.93,2681.04,R-110,False,none
C-002471,2024-03-01,317.74,925.11,R-176,False,none
C-002472,2024-03-01,771.83,2196.03,R-102,False,none
C-002473,2024-03-01,75.56,1891.66,R-193,False,none
C-002474,2024-03-01,82.94,2543.24,R-105,False,none
C-002475,2024-03-01,304.45,497.82,R-179,False,none
C-002476,2024-03-01,32.58,6787.71,R-056,False,none
C-002477,2024-03-01,13.04,636.96,R-125,False,none
C-002478,2024-03-01,269.55,896.44,R-135,False,none
C-002479,2024-03-01,13.78,2378.48,R-117,False,none
C-002480,2024-03-01,190.52,484.42,R-099,True,slab_defender
C-002481,2024-03-01,260.31,2773.63,R-001,False,none
C-002482,2024-03-01,204.34,1885.47,R-215,True,peak_hour_shaver
C-002483,2024-03-01,97.8,1399.07,R-048,False,none
C-002484,2024-03-01,296.33,182.17,R-038,False,none
C-002485,2024-03-01,944.84,332.84,R-179,False,none
C-002486,2024-03-01,228.08,678.83,R-017,False,none
C-002487,2024-03-01,31.9,68.79,R-168,False,none
C-002488,2024-03-01,197.17,448.28,R-078,True,slab_defender
C-002489,2024-03-01,365.11,1439.46,R-159,False,none
C-002490,2024-03-01,138.43,421.23,R-048,False,none
C-002491,2024-03-01,1525.46,190.35,R-155,False,none
C-002492,2024-03-01,12.03,98.94,R-219,False,none
C-002493,2024-03-01,271.67,4913.13,R-111,False,none
C-002494,2024-03-01,517.36,2749.26,R-123,False,none
C-002495,2024-03-01,830.26,1755.55,R-135,True,slab_defender
C-002496,2024-03-01,356.39,3708.26,R-080,False,none
C-002497,2024-03-01,180.73,1970.61,R-122,False,none
C-002498,2024-03-01,119.82,218.62,R-142,True,gradual_slowdown
C-002499,2024-03-01,438.02,1760.86,R-006,False,none
C-002500,2024-03-01,174.63,821.9,R-100,False,none
C-002501,2024-03-01,231.66,736.75,R-116,False,none
C-002502,2024-03-01,6.94,2537.88,R-046,False,none
C-002503,2024-03-01,1313.84,375.25,R-104,False,none
C-002504,2024-03-01,596.41,2130.12,R-087,False,none
C-002505,2024-03-01,64.93,2426.69,R-122,False,none
C-002506,2024-03-01,121.67,913.28,R-063,False,none
C-002507,2024-03-01,1208.04,236.35,R-198,False,none
C-002508,2024-03-01,699.88,1559.16,R-141,False,none
C-002509,2024-03-01,436.87,3593.51,R-138,False,none
C-002510,2024-03-01,233.52,635.14,R-180,False,none
C-002511,2024-03-01,29.4,520.97,R-005,False,none
C-002512,2024-03-01,193.14,2816.31,R-058,False,none
C-002513,2024-03-01,157.99,1007.54,R-040,False,none
C-002514,2024-03-01,290.87,999.17,R-137,False,none
C-002515,2024-03-01,75.12,130.56,R-076,False,none
C-002516,2024-03-01,1840.59,1070.37,R-156,False,none
C-002517,2024-03-01,374.33,1584.02,R-208,False,none
C-002518,2024-03-01,160.38,511.98,R-082,False,none
C-002519,2024-03-01,51.99,3488.07,R-073,False,none
C-002520,2024-03-01,57.38,1976.73,R-108,False,none
C-002521,2024-03-01,277.27,787.11,R-108,False,none
C-002522,2024-03-01,313.81,222.41,R-079,False,none
C-002523,2024-03-01,324.95,1983.06,R-077,False,none
C-002524,2024-03-01,304.61,1313.67,R-083,False,none
C-002525,2024-03-01,1552.28,3835.01,R-108,False,none
C-002526,2024-03-01,243.55,493.22,R-099,False,none
C-002527,2024-03-01,1019.34,3686.82,R-101,True,kunda
C-002528,2024-03-01,255.16,2009.37,R-065,False,none
C-002529,2024-03-01,878.81,970.64,R-140,False,none
C-002530,2024-03-01,183.51,1376.52,R-108,False,none
